Symbol,Date,Time,CompanyName,Title,sentiment_label,sentiment_score,sentiment_category,sentiment_sub_category,sentiment_explanation,sentiment_flags
MEBL,2021-09-14,11:25 AM,Meezan Bank Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
PRL,2021-09-14,12:23 PM,Pakistan Refinery Limited,Miscellaneous Information,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
SHEL,2021-09-14,9:39 AM,Shell Pakistan Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
ATRL,2021-09-13,11:53 AM,Attock Refinery Limited,CORPORATE BREIFING SESSION - ATTOCK REFINERY LIMITED,negative,0.93,Regulatory,penalty_fine,Regulatory penalty or fine imposed on the company,penalty
HBL,2021-09-13,3:08 PM,Habib Bank Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
POL,2021-09-13,3:26 PM,Pakistan Oilfields Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
SHEL,2021-09-13,1:42 PM,Shell Pakistan Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
DGKC,2021-09-10,11:57 AM,D.G. Khan Cement Company Limited,Material Information,neutral,0.88,Regulatory Filing,material_information,Material information disclosure or media clarification,material_info
LUCK,2021-09-10,2:57 PM,Lucky Cement Limited,"Transmission of Annual REport for the year ended June 30, 2021",neutral,0.97,Regulatory Filing,report_transmission,Transmission of annual or periodic financial report,financial_report
POL,2021-09-10,9:17 AM,Pakistan Oilfields Limited,CORPORATE BRIEFING SESSION 2021,neutral,0.95,Corporate Event,corporate_briefing,Corporate or investor briefing session,corporate_briefing
PPL,2021-09-10,9:19 AM,Pakistan Petroleum Limited,Appointment of Director - Mr. Syed Zakria Ali Shah,neutral,0.94,Corporate Event,appointment,Appointment or reappointment of board member or executive,appointment
SEARL,2021-09-10,9:13 AM,The Searle Company Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
TGL,2021-09-10,11:19 AM,Tariq Glass Industries Limited,Board Meeting,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
INIL,2021-09-09,2:30 PM,International Industries Limited,Transmission of Annual Report for the Year Ended 30-06-2021,neutral,0.97,Regulatory Filing,report_transmission,Transmission of annual or periodic financial report,financial_report
PPL,2021-09-09,11:19 AM,Pakistan Petroleum Limited,"Discovery of Hydrocarbons from Exploratory Well, Jugan-1, in Latif Block",positive,0.97,Operations,production_positive,"Positive operational event — production revival, enhancement, or new discovery",production_revival
PPL,2021-09-09,11:12 AM,Pakistan Petroleum Limited,Revision in date of holding AGM 2021,neutral,0.98,Corporate Event,agm_egm_notice,Notice of Annual or Extraordinary General Meeting,agm_egm
PPL,2021-09-09,11:02 AM,Pakistan Petroleum Limited,Meeting of the Board of Directors and Closed Period,neutral,0.9,Corporate Event,meeting_logistics,"Change in meeting time, date, or closed period notification",meeting_logistics
ILP,2021-09-08,3:06 PM,Interloop Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
SEARL,2021-09-08,3:16 PM,The Searle Company Limited,Board Meeting Other Than Financial Results,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
TGL,2021-09-08,10:08 AM,Tariq Glass Industries Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
UBL,2021-09-08,3:26 PM,United Bank Limited,Disbursement of Second Interim Cash Dividend for the year ending 31 December 2021,positive,0.97,Shareholder Returns,dividend_payment,Dividend or bonus share credited / dispatched to shareholders,dividend_payment
HUBC,2021-09-07,1:25 PM,The Hub Power Company Limited,NOTICE OF ANNOUNCEMENT OF FINAL CASH DIVIDEND/BOOK CLOSURE,positive,0.97,Shareholder Returns,dividend_payment,Dividend or bonus share credited / dispatched to shareholders,dividend_payment
ILP,2021-09-07,3:04 PM,Interloop Limited,"Notice of Board Meeting for the Year Ended June 30, 2021 / Closed Period",neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
INIL,2021-09-07,3:18 PM,International Industries Limited,Notice of Annual General Meeting 2021,neutral,0.98,Corporate Event,agm_egm_notice,Notice of Annual or Extraordinary General Meeting,agm_egm
MEBL,2021-09-07,11:12 AM,Meezan Bank Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
MLCF,2021-09-07,2:55 PM,Maple Leaf Cement Factory Limited,Notice of Annual General Meeting 28.09.2021,neutral,0.98,Corporate Event,agm_egm_notice,Notice of Annual or Extraordinary General Meeting,agm_egm
MLCF,2021-09-07,12:58 PM,Maple Leaf Cement Factory Limited,MLCF Transmission of Annual Report for the Year Ended 30.06.2021,neutral,0.97,Regulatory Filing,report_transmission,Transmission of annual or periodic financial report,financial_report
MLCF,2021-09-07,9:15 AM,Maple Leaf Cement Factory Limited,MLCF Notice of AGM 2021,neutral,0.98,Corporate Event,agm_egm_notice,Notice of Annual or Extraordinary General Meeting,agm_egm
OGDC,2021-09-07,2:32 PM,Oil & Gas Development Company Limited,GAS/CONDENSATE DISCOVERY AT WALI # 01 (HANGU FORMATION),neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
SEARL,2021-09-07,9:27 AM,The Searle Company Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
SHEL,2021-09-07,2:56 PM,Shell Pakistan Limited,PROGRESS REPORT OF RIGHTS ISSUE - SHELL PAKISTAN LIMITED,neutral,0.9,Corporate Action,rights_issue,Rights issue announcement or progress report,rights_issue
CHCC,2021-09-06,12:39 PM,Cherat Cement Company Limited,Corporate Briefing Session,neutral,0.95,Corporate Event,corporate_briefing,Corporate or investor briefing session,corporate_briefing
DGKC,2021-09-06,3:14 PM,D.G. Khan Cement Company Limited,BOARD MEETING,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
FCCL,2021-09-06,12:46 PM,Fauji Cement Company Limited,Financial Results for the Year Ended 2021-06-30,neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
FCCL,2021-09-06,12:00 PM,Fauji Cement Company Limited,Financial Results for the Year Ended 30th June 2021 REVOKED,neutral,0.82,Admin,filing_revoked,Previous filing revoked — usually an administrative correction,revocation
HUBC,2021-09-03,12:24 PM,The Hub Power Company Limited,Notice of Annual General Meeting,neutral,0.98,Corporate Event,agm_egm_notice,Notice of Annual or Extraordinary General Meeting,agm_egm
LUCK,2021-09-03,2:48 PM,Lucky Cement Limited,NOTICE OF AGM - 2021 OF LUCKY CEMENT LIMITED,neutral,0.98,Corporate Event,agm_egm_notice,Notice of Annual or Extraordinary General Meeting,agm_egm
MEBL,2021-09-03,10:01 AM,Meezan Bank Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
PRL,2021-09-03,12:26 PM,Pakistan Refinery Limited,Board Meeting Other Than Financial Results,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
ATRL,2021-09-01,9:41 AM,Attock Refinery Limited,"Transmission of Annual Report for the Year Ended June 30, 2021",neutral,0.97,Regulatory Filing,report_transmission,Transmission of annual or periodic financial report,financial_report
ATRL,2021-09-01,9:36 AM,Attock Refinery Limited,Notice of Annual General Meeting,neutral,0.98,Corporate Event,agm_egm_notice,Notice of Annual or Extraordinary General Meeting,agm_egm
MEBL,2021-09-01,9:52 AM,Meezan Bank Limited,NOTICES OF BOOK CLOSURE FOR THE ENTITLEMENT OF 15% INTERIM CASH DIVIDEND AND 15% BONUS SHARES OF MEEZAN BANK LIMITED,neutral,0.97,Admin,book_closure,Book closure notice for dividend or entitlement,book_closure
POL,2021-09-01,11:22 AM,Pakistan Oilfields Limited,"Transmission of Annual Report for the Year Ended June 30, 2021",neutral,0.97,Regulatory Filing,report_transmission,Transmission of annual or periodic financial report,financial_report
POL,2021-09-01,11:19 AM,Pakistan Oilfields Limited,Notice of Annual General Meeting,neutral,0.98,Corporate Event,agm_egm_notice,Notice of Annual or Extraordinary General Meeting,agm_egm
BAFL,2021-08-31,12:29 PM,Bank Alfalah Limited,Newspaper Clippings Regarding Notice of Interim Cash Dividend and Book Closure,neutral,0.97,Admin,book_closure,Book closure notice for dividend or entitlement,book_closure
FABL,2021-08-31,12:41 PM,Faysal Bank Limited,Corporate Briefing Session of Faysal Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
FABL,2021-08-31,9:30 AM,Faysal Bank Limited,"Notice for Declaration of Interim cash Dividend for the period ended June 30, 2021 and Book Closure",neutral,0.97,Admin,book_closure,Book closure notice for dividend or entitlement,book_closure
FABL,2021-08-31,9:26 AM,Faysal Bank Limited,Notice for placement of 2nd Quarter financial statements on website,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
FABL,2021-08-31,9:17 AM,Faysal Bank Limited,Financial Statements for the 2nd Quarter ended 2021-06-30,neutral,0.95,Regulatory Filing,accounts_transmission,Transmission or filing of financial statements or accounts,accounts_transmission
INIL,2021-08-31,2:38 PM,International Industries Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
OGDC,2021-08-31,1:43 PM,Oil & Gas Development Company Limited,Change / Appointment of Chief Financial Officer,neutral,0.93,Corporate Event,executive_change,"Change, appointment, or resignation of chief executive, CFO, or secretary",ceo_cfo_change
OGDC,2021-08-31,12:59 PM,Oil & Gas Development Company Limited,AWARD OF OFFSHORE BLOCK 5 IN ABU DHABI TO CONSORTIUM OF PAKISTANI COMPANIES,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
PPL,2021-08-31,2:10 PM,Pakistan Petroleum Limited,Corrigendum - Award of Offshore Block 5 in Abu Dhabi to a PPL led Consortium of Pakistani Companies,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
PPL,2021-08-31,12:20 PM,Pakistan Petroleum Limited,Award of Offshore Block 5 in Abu Dhabi to a PPL led Consortium of Pakistani Companies,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
BAFL,2021-08-30,12:02 PM,Bank Alfalah Limited,Newspaper Clipping in respect of Placement of Quarterly/Half Yearly Financial Statements on the Website of Bank Alfalah Limited for the Period ended 30th June 2021,neutral,0.92,Admin,newspaper_publication,Newspaper advertisement or notice publication,newspaper_notice
HUBC,2021-08-30,11:37 AM,The Hub Power Company Limited,Financial Results for the Year Ended,neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
PAEL,2021-08-30,10:14 AM,Pak Elektron Limited,Transmission of Quarterly Report for the Period Ended 30-06-2021,neutral,0.97,Regulatory Filing,report_transmission,Transmission of annual or periodic financial report,financial_report
SEARL,2021-08-30,2:07 PM,The Searle Company Limited,Material Information,neutral,0.88,Regulatory Filing,material_information,Material information disclosure or media clarification,material_info
SHEL,2021-08-30,1:31 PM,Shell Pakistan Limited,Transmission of Quarterly Report for the Period Ended 2021-06-30,neutral,0.97,Regulatory Filing,report_transmission,Transmission of annual or periodic financial report,financial_report
SYS,2021-08-30,12:03 PM,Systems Limited,Transmission of Quarterly Report for the Period Ended 2021-06-30,neutral,0.97,Regulatory Filing,report_transmission,Transmission of annual or periodic financial report,financial_report
